Banker Team,Banker Name,IC Name,Position As of Date,Relationship ID,EG Number,PP Code,Base Number,Portfolio Number,Financial Instrument Id,ISIN,Ticker,Security Name,Print Report Class Name,Asset Sub Class Name,Asset Sub Sub Class Name,Nominal Currency Code,Units,Amount in CCY,Amount in USD,Average Unit Cost,Current Price,Last Movement Date,Book Date,Maturity Date,PE/RE Commitment Amount:,PE/RE Contribution Amount:,PE/RE Capital Contribution Fund Expenses,PE/RE Distribution Amount:,PE/RE Outstanding Commitment Amount:,PE/RE Recallable Distributions:,Loan / Cash Rate to client,Cost of Fund,Spread,Tenor,Contract Ref Number,Contracted FX Rate,Pay Currency Code,Pay Amount,Pay Amount(USD),Receive Currency Code,Receive Amount,Receive Amount(USD),Tranch Code,Position Web Description,Security Name Line 1,Rank,Moodys R,S&P R,Fitch,Coupon,YTC,YTM,Coupon type,Issue Date,Next Call Date,Return on Contribution,Market Consensus
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,6/7/2020,SR004088246,SR004088246-0005,SIHK,d910a069877d1f93f2d8efddeda160ea,444e0a04d84c5e013aa4e248d0718879,6.32E+11,HK0000069689,1299.HK,AIA Group Ltd (1299.HK),EQUITIES,Common Stocks,Common Stock,HKD,"10,000.00","633,455.55","74,546.27",40.6999,74.85,7/11/2018,,,,,,,,,,,,,,,,,0,,,0,,AIA GROUP LTD Ticker/ISIN : 1299/HK0000069689,AIA Group Ltd (1299.HK),,,,,,,,,,,,0.68
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,6/6/2020,SR004088246,SR004088246-0005,SIHK,d910a069877d1f93f2d8efddeda160ea,444e0a04d84c5e013aa4e248d0718879,6.32E+11,HK0000069689,1299.HK,AIA Group Ltd (1299.HK),EQUITIES,Common Stocks,Common Stock,HKD,"10,000.00","647,377.65","79,355.71",40.6999,74.85,7/11/2018,,,,,,,,,,,,,,,,,0,,,0,,AIA GROUP LTD Ticker/ISIN : 1299/HK0000069689,AIA Group Ltd (1299.HK),,,,,,,,,,,,0.65
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,10/5/2020,SR004088246,SR004088246-0005,SIHK,d910a069877d1f93f2d8efddeda160ea,444e0a04d84c5e013aa4e248d0718879,6.32E+11,HK0000069689,1299.HK,AIA Group Ltd (1299.HK),EQUITIES,Common Stocks,Common Stock,HKD,"10,000.00","619,533.45","67,332.12",40.6999,74.85,7/11/2018,,,,,,,,,,,,,,,,,0,,,0,,AIA GROUP LTD Ticker/ISIN : 1299/HK0000069689,AIA Group Ltd (1299.HK),,,,,,,,,,,,0.94
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,12/8/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,329,600.00","300,576.10",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.87
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,10/8/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,236,416.00","279,535.77",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.72
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,9/8/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,492,672.00","342,656.75",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.62
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,8/8/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,422,784.00","315,604.91",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.95
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,7/8/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,213,120.00","300,576.10",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.92
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,6/8/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,050,048.00","267,512.73",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.62
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,5/8/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,329,600.00","252,483.92",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.86
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,15/2/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,515,968.00","262,583.28",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.77
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,2/3/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,119,936.00","229,760.37",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.77
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,13/4/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,166,528.00","252,483.92",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.87
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,6/7/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,143,232.00","237,334.89",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.93
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,6/6/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","2,259,712.00","244,909.41",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.81
MR-AP Spore Malaysia Team,463eae5f99cf6682469ad81ab632e23638d11e709d6a7ff64a73632c827313ff,ab69262756f26034f26fe68fa4e04d16,10/5/2020,SR004121255,SR004121255-0001,SIHK,daa46257957885b407114908997bee4d,1a7ab51cf957e97effc7b268c1c46165,5.21E+11,CNE1000003X6,2318.HK,Ping An Insurance Group Co of China Ltd(2318.HK),EQUITIES,Common Stocks,Common Stock,HKD,"28,000.00","1,886,976.00","224,710.69",86.8133,83.2,5/4/2020,,,,,,,,,,,,,,,,,0,,,0,,PING AN INSURANC Ticker/ISIN : 2318/CNE1000003X6,Ping An Insurance Group Co of China Ltd(2318.HK),,,,,,,,,,,,0.68
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,12/8/2020,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"55,000.00","1,243,000.00","160,377.79",32.5784,22.6,3/16/2019,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.75
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12/8/2020,SR250824955,SR250824955-0005,SISI,5fb83ed1d370fb3906bfba168f316ef0,9e1f33f544772c08d12a89a9bc7e3d24,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"9,000.00","203,400.00","26,243.64",27.803,22.6,1/13/2020,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.99
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,10/8/2020,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"55,000.00","1,205,710.00","113,868.23",32.5784,22.6,3/16/2019,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.81
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,10/8/2020,SR250824955,SR250824955-0005,SISI,5fb83ed1d370fb3906bfba168f316ef0,9e1f33f544772c08d12a89a9bc7e3d24,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"9,000.00","174,924.00","20,994.91",27.803,22.6,1/13/2020,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.86
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,9/8/2020,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"55,000.00","1,603,470.00","184,434.46",32.5784,22.6,3/16/2019,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.75
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,9/8/2020,SR250824955,SR250824955-0005,SISI,5fb83ed1d370fb3906bfba168f316ef0,9e1f33f544772c08d12a89a9bc7e3d24,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"9,000.00","242,046.00","28,605.57",27.803,22.6,1/13/2020,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.81
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,8/8/2020,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"55,000.00","1,267,860.00","163,585.35",32.5784,22.6,3/16/2019,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.62
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,8/8/2020,SR250824955,SR250824955-0005,SISI,5fb83ed1d370fb3906bfba168f316ef0,9e1f33f544772c08d12a89a9bc7e3d24,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"9,000.00","211,536.00","26,768.51",27.803,22.6,1/13/2020,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.82
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,7/8/2020,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"55,000.00","1,218,140.00","150,755.12",32.5784,22.6,3/16/2019,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.68
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,7/8/2020,SR250824955,SR250824955-0005,SISI,5fb83ed1d370fb3906bfba168f316ef0,9e1f33f544772c08d12a89a9bc7e3d24,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"9,000.00","197,298.00","24,669.02",27.803,22.6,1/13/2020,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,1
MR-AP Spore Philippines Team 1,0e48326c28743cf16d896a9dd6b2ce5f826d7c830a6835883d19f89be2a5bd21,6381c66c21cbb3eec043f5a00d4d5b687b47a5b2cfa1065a849ab108c861cec3,6/8/2020,SR004022615,SR004022615-0007,SIHK,360cf70e13537634d061903c13139fff,35a1e60029f3ecb9d009fb5d9c3af69c,3.42E+11,HK2388011192,2388.HK,BOC Hong Kong Holdings Ltd (2388.HK),EQUITIES,Common Stocks,Common Stock,HKD,"55,000.00","1,093,840.00","128,302.23",32.5784,22.6,3/16/2019,,,,,,,,,,,,,,,,,0,,,0,,BOC HONG KONG HO Ticker/ISIN : 2388/HK2388011192,BOC Hong Kong Holdings Ltd (2388.HK),,,,,,,,,,,,0.84
