,asOfDate.value,position.id,account.id,position.constituent.holding.underlyingAsset.description,position.constituent.holding.quantity.number,position.scheduledDate.adjustedDate,position.scheduledDate.type.scheduledDateTypeScheme,position.valuation.quote,position.assetClassTaxonmony.assetClassNameAtLevel1,position.assetClassTaxonmony.assetClassNameAtLevel2,position.assetClassTaxonmony.assetClassNameAtLevel3,position.constituent.holding.underlyingAsset.commitmentAmount,position.constituent.holding.underlyingAsset.outstandingCommitmentAmount,position.constituent.holding.underlyingAsset.contributionAmount,position.constituent.holding.underlyingAsset.capitalContributionFundExpense,position.constituent.holding.underlyingAsset.distributionAmount,position.constituent.holding.underlyingAsset.recallableDistribution,position.constituent.tradeReference.partyTradeIdentifier,position.constituent.holding.underlyingAsset.maturity,position.constituent.tradeReference.partyTradeIdentifier.id,position.constituent.holding.underlyingAsset.instrumentId.financialInstrument.value,position.constituent.holding.underlyingAsset.instrumentId.financialInstrument.instrumentIdScheme,position.constituent.holding.underlyingAsset.instrumentId.ticker.value,position.constituent.holding.underlyingAsset.instrumentId.ticker.instrumentIdScheme,party.banker.partyName.value,party.banker.groupType.value,party.banker.id,party.ic.partyName.value,party.ic.groupType.value,party.ic.id,party.relationship.partyName.value,party.relationship.groupType.value,party.relationship.id,party.eg.partyName.value,party.eg.groupType.value,party.eg.id,party.pp.partyName.value,party.pp.groupType.value,party.pp.id,party.client.partyName.value,party.client.groupType.value,party.client.id
105,"Aug 12, 2020 12:00:00 AM",HF- Rel Value HedgeForum Renaissance Equities Ltd RIEF Cl B NT,aaf2a3e8ef07641ee8d8a5bf6fac1101,HEDGEFORUM RENAISSANCE EQUITIES LTD CL B RIEF USD-NT,294.162,"Sep 26, 2019 12:00:00 AM",Book date,"[{'value': 260150.08, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 260150.08, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 858.3706, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'USD'}}, {'value': 884.3769, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Hedge Funds,HF- Rel Value,,,,,,,,,,HI989,Financial Instrument Id,HF72RIEFB01,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
106,"Aug 12, 2020 12:00:00 AM",PE-Mezzanine Asia Pacific Mezzanine Opportunity Partnership LP Cl A NT,aaf2a3e8ef07641ee8d8a5bf6fac1101,Asia Pacific Mezzanine Opportunity  Partnership LP Cl A NT,1.0,"Nov 24, 2005 12:00:00 AM",Book date,"[{'value': 0.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-Mezzanine,250000.0,0.0,346404.8,11388.6,464823.71,96404.8,,,,I0102,Financial Instrument Id,,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
107,"Aug 12, 2020 12:00:00 AM",PE-MultiStgy India Infrastructure Opportunities LP Cl A NT ISIN KY3249987728,aaf2a3e8ef07641ee8d8a5bf6fac1101,India Infrastructure Opportunities LP  Cl A NT,1.0,"Jun 26, 2008 12:00:00 AM",Book date,"[{'value': 22997.99, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 22997.99, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,207049.21,26722.21,180327.0,0.0,112682.45,0.0,,,,I0242,Financial Instrument Id,,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
108,"Aug 12, 2020 12:00:00 AM",Equity mutual fund Invesco Global Consumer Trends Fund Class A USD Acc NT ISIN LU0052864419,aaf2a3e8ef07641ee8d8a5bf6fac1101,INVESCO GLOBAL CONSUMER TRENDS FD CL A USD ACC-NT,6769.66,"Mar 25, 2011 12:00:00 AM",Book date,"[{'value': 498179.279, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 498179.279, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 59.973469, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'USD'}}, {'value': 73.59, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",EQUITIES,Mutual Funds,Equity mutual fund,,,,,,,,,,I0992,Financial Instrument Id,INVPGLI LX,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
109,"Aug 12, 2020 12:00:00 AM",FIXIN Mutual Fund - MUTUAL FND LMSON USD D-C-NT ISIN IE00BK6S5T15,aaf2a3e8ef07641ee8d8a5bf6fac1101,LEGG MASON DIV GLB CR FX MATURITY BD 2023 A USD D-C-NT,2500.0,"May 17, 2005 12:00:00 AM",Book date,"[{'value': 250250.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 250250.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 100.5, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'USD'}}, {'value': 100.1, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,,,,,,,,,,L0246,Financial Instrument Id,LMDCAUD ID,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
110,"Aug 12, 2020 12:00:00 AM",PRIVATE EQUITY ALTERNATIVE NGT II OFFSHORE FEEDER FUND LP SUB-CLASS AN USD-NT,aaf2a3e8ef07641ee8d8a5bf6fac1101,NGT II OFFSHORE FEEDER FUND LP SUB-CLASS AN USD-NT,1.0,"Jun 21, 2019 12:00:00 AM",Book date,"[{'value': 33037.4, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 33037.4, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PRIVATE EQUITY ALTERNATIVE,250000.0,216720.85,33279.15,3268.53,0.0,0.0,,,,NI836,Financial Instrument Id,KKRFFANU0002,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
111,"Aug 12, 2020 12:00:00 AM",PRIVATE EQUITY ALTERNATIVE OAKTREE EUROPEAN PRINCIPAL FUND V OFFSHORE LTD USD CL AN-NT,aaf2a3e8ef07641ee8d8a5bf6fac1101,OAKTREE EUROPEAN PRINCIPAL FUND V OFFSHORE LTD USD CL AN-NT,1.0,"Feb 18, 2020 12:00:00 AM",Book date,"[{'value': 72171.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 72171.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PRIVATE EQUITY ALTERNATIVE,250000.0,197500.0,52500.0,4448.99,0.0,0.0,,,,OI922,Financial Instrument Id,OAKFFANU0002,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
112,"Aug 12, 2020 12:00:00 AM",FIXIN Mutual Fund - MUTUAL FND PIMCO GIS Incm Admin USD Dist Cash NT ISIN IE00B91X6F72,aaf2a3e8ef07641ee8d8a5bf6fac1101,PIMCO GIS INCOME FUND ADMINISTRATIVE INCOME CASH - NT,119973.509,"May 25, 2016 12:00:00 AM",Book date,"[{'value': 1342503.565, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 1342503.565, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 11.380871, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'USD'}}, {'value': 11.19, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,,,,,,,,,,P0459,Financial Instrument Id,PINMUAI ID,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
113,"Aug 12, 2020 12:00:00 AM",FIXIN Mutual Fund - MUTUAL FND PIMCO GIS Inc Admn SGD Hed Dist Rein NT ISIN IE00B91RQ825,aaf2a3e8ef07641ee8d8a5bf6fac1101,PIMCO INCOME FUND A INC SGD (HEDGED) (REINV) - NT,22187.403,"May 27, 2016 12:00:00 AM",Book date,"[{'value': 245392.677, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'SGD'}}, {'value': 178655.8021185977, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 11.278407, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'SGD'}}, {'value': 11.06, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'SGD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,,,,,,,,,,P0476,Financial Instrument Id,PINMSGD ID,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
114,"Aug 12, 2020 12:00:00 AM",PRIVATE EQUITY ALTERNATIVE PCF III OFFSHORE FEEDER FD LTD CLASS AN USD-NT,aaf2a3e8ef07641ee8d8a5bf6fac1101,PCF III OFFSHORE FEEDER FD LTD CLASS AN USD-NT,1.0,"Oct 24, 2018 12:00:00 AM",Book date,"[{'value': 187106.92, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 187106.92, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PRIVATE EQUITY ALTERNATIVE,250000.0,76916.89,173083.11,4251.48,1721.6,0.0,,,,PI603,Financial Instrument Id,PCFFFANU0000,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
115,"Aug 12, 2020 12:00:00 AM","PE-MultiStgy PIMCO Corporate Opportunities Fund III, Offshore Feeder Fund LTD Cl BN USD NT",aaf2a3e8ef07641ee8d8a5bf6fac1101,COF III OFFSHORE FEEDER FUND LTD SUB-CLASS BN USD-NT,1.0,"Feb 21, 2020 12:00:00 AM",Book date,"[{'value': 37500.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 37500.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,500000.0,462500.0,37500.0,2605.19,0.0,0.0,,,,PJ064,Financial Instrument Id,COFFFBNU0000,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
116,"Aug 12, 2020 12:00:00 AM","RE-Altnative BRAVO II Offshore Select Feeder Fund, L.P. Series An",aaf2a3e8ef07641ee8d8a5bf6fac1101,BRAVO II Offshore Select  Feeder Fund  L.P. Series An,1.0,"Aug 22, 2013 12:00:00 AM",Book date,"[{'value': 82837.18, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 82837.18, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Real Estate,RE-Altnative,250000.0,221969.25,223291.77,7983.64,195818.84,195261.02,,,,R0062,Financial Instrument Id,,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
117,"Aug 12, 2020 12:00:00 AM",PE-Lev Buyout TF Capital Investors II Offshore LP Cl A NT ISIN KY99BCFD7111,aaf2a3e8ef07641ee8d8a5bf6fac1101,TF Capital Investors II Offshore LP  Cl A NT,1.0,"Sep 25, 2006 12:00:00 AM",Book date,"[{'value': 23952.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'EUR'}}, {'value': 28167.5380561673, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-Lev Buyout,250000.0,0.0,250000.0,0.0,72296.6,0.0,,,,T0078,Financial Instrument Id,,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
118,"Aug 12, 2020 12:00:00 AM",RE-Funds Threadneedle UK Property Select Fund II Ltd Class A NT,aaf2a3e8ef07641ee8d8a5bf6fac1101,Threadneedle UK Property Select Fund II  Ltd Class A NT,1.0,"Jan 22, 2013 12:00:00 AM",Book date,"[{'value': 28191.31, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'GBP'}}, {'value': 36826.3007483192, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Real Estate,RE-Funds,300000.0,0.0,300000.0,0.0,466395.95,0.0,,,,T0369,Financial Instrument Id,,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
119,"Aug 12, 2020 12:00:00 AM","PE-Other TES Offshore Feeder Fund, L.P. Series C Cn NT",aaf2a3e8ef07641ee8d8a5bf6fac1101,TES OFFSHORE FEEDER FUND LP CL CN-NT,1.0,"Jan 13, 2017 12:00:00 AM",Book date,"[{'value': 277557.59, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 277557.59, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-Other,500000.0,196258.23,355179.61,47369.99,90089.58,51437.84,,,,TH884,Financial Instrument Id,,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
120,"Aug 12, 2020 12:00:00 AM",RE-Altnative Threadneedle UK Property Select III Feeder SA SICAV-RAIF NT,aaf2a3e8ef07641ee8d8a5bf6fac1101,THREADNEEDLE UK PROPERTY SELECT III FEEDER SA SICAV-RAIF CL,1.0,"Jul 9, 2020 12:00:00 AM",Book date,"[{'value': 6000.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'GBP'}}, {'value': 7837.7984027672, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Real Estate,RE-Altnative,300000.0,294000.0,6000.0,0.0,0.0,0.0,,,,TJ262,Financial Instrument Id,TS3FMRAP000L,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
121,"Aug 12, 2020 12:00:00 AM",FIXIN Mutual Fund - OTHERS Value Prtnr Gtr CN HY Incm A AUD H Dis C ISIN KYG9319N2327,aaf2a3e8ef07641ee8d8a5bf6fac1101,VALUE PARTNERS GREATER CHINA HY INC A-AUD-DIS-CASH-NT(H),41081.081,"Mar 11, 2019 12:00:00 AM",Book date,"[{'value': 287978.377, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'AUD'}}, {'value': 205371.7413278262, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 9.3425, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'AUD'}}, {'value': 7.01, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'AUD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - OTHERS,,,,,,,,,,V0173,Financial Instrument Id,VPGCAUD KY,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
122,"Aug 12, 2020 12:00:00 AM",Equity mutual fund Wellington Global Health Care Equity Fund Class D NT ISIN IE00B00LSD17,aaf2a3e8ef07641ee8d8a5bf6fac1101,WELLINGTON GLOBAL HEALTH CARE EQTY FUND CL D (NON-TRANS),11897.274,"Jul 27, 2018 12:00:00 AM",Book date,"[{'value': 512644.018, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 512644.018, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 34.125464, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'USD'}}, {'value': 43.0892, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",EQUITIES,Mutual Funds,Equity mutual fund,,,,,,,,,,W0029,Financial Instrument Id,WGHCEPB ID,Ticker,MR-AP Spore Marketing Team 6,Banker,b43a67e2b4e6f505854d2ff1ccd9b34a,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,Investment Counsellor/ IC,7161c8127a8c0f6263b7b145bd96ee04f8c794b5b426edff62496cd9900d70f0,SR004092803,Relationship,SR004092803,SR004092803-0003,Entitlement Group/ EG,SR004092803-0003,SIHK,Product Processor/ PP,SIHK,SR004092803,Client,d747ae4f5b16329e43f41f196f7ee17c
